"","SUS_1","SUS_2","SUS_3","SUS_4","SUS_5","SUS_6","SUS_7","SUS_8","SUS_9","SUS_10","UEQ_1","UEQ_2","UEQ_3","UEQ_4","UEQ_5","UEQ_6","UEQ_7","UEQ_8","P064","P301","P060","P027","P088","P026","P4026A","P106","P089","P098","P097","P022A","P067"
"UEQ_4",2.84224503145028e-13,3.85485381610328e-18,1.69856371009551e-19,1.33817631395892e-05,1.85189824013943e-08,0.0001711090222716,8.47124571445393e-28,8.08235923769047e-07,4.57648522899432e-24,1.3871486188688e-12,3.82461293155014e-23,9.57799062770255e-49,2.05425742340401e-18,NA,1.47000194747134e-13,3.09286581478273e-12,6.43473530525976e-10,1.48720725274731e-06,0.000236969334969612,3.32017909899171e-07,1.77248036221684e-11,9.94941621236419e-10,1.25727343733502e-39,1.07112768770768e-25,1.67385652142793e-22,0.000308752989155716,1.25839203115204e-13,0.00164154258714336,0.00267521412418414,9.41207481989591e-06,3.86378390517486e-09
"UEQ_5",2.57357318905789e-13,1.8866360296766e-06,0.00784476336591221,0.148168078542606,4.12563563407728e-07,0.00893344415274386,1.53264380263372e-05,0.105247905108944,1.64450569900378e-08,0.00797059419649926,1.77898299044102e-18,1.79939158263804e-10,9.18036987213188e-15,1.47000194747134e-13,NA,6.19303932639413e-44,7.43962206761906e-16,9.789814788628e-18,5.43213765157482e-14,2.03576805213018e-08,2.5881564173979e-15,2.94460102117689e-09,2.09188276122144e-09,8.06549358575495e-08,2.86857214617235e-09,0.299083717477754,9.39734715820546e-05,0.000313370601388001,5.55515483115283e-05,0.000650374820129798,4.15468478310638e-06
"UEQ_6",9.95454769893092e-15,3.26909090692175e-06,0.0011412436851711,0.214917187296395,0.000306874516432286,0.00779686371280459,0.000208614721213731,0.0539147639621412,3.30030323508677e-08,0.00241209334354539,7.44940384236309e-16,1.1234916163363e-07,2.59082156337495e-12,3.09286581478273e-12,6.19303932639413e-44,NA,2.90530393960695e-18,2.70583177919828e-19,9.18651641896165e-18,3.59097662138445e-05,1.86401340248757e-17,2.61732413987963e-06,2.7127084889126e-07,3.02665429034899e-06,1.22949352598941e-06,0.0242485504700261,1.67053407115602e-07,0.000279007027936423,4.3701388246795e-06,0.00101302276491633,8.70225973892159e-08
"UEQ_7",2.96720117284454e-07,0.00817605038086865,0.000141349262444711,0.497935333040232,8.56576491619116e-05,0.452383065768129,0.00020505871994655,0.100453185999065,6.94219290693597e-06,0.0745217329865135,6.61758261904861e-08,8.0702065856851e-07,1.52114695206678e-09,6.43473530525976e-10,7.43962206761906e-16,2.90530393960695e-18,NA,4.81135400232069e-34,6.85862866782805e-10,0.00236518731994385,2.94921068356855e-13,0.00162538770869401,4.00873869976978e-05,1.60678945486334e-05,0.00203269110000337,0.763050744379132,0.0589614191111961,0.0201994697906695,0.0995960049015091,0.298194261352591,4.28929400518061e-05
"UEQ_8",1.80753856972948e-07,0.0122375902438151,0.00013783224975186,0.0355428624714905,0.000172255738046974,0.922382121761673,0.0541377355405722,0.353528226542877,0.000104705589594246,0.565577233892263,1.01947438434448e-06,2.52785103039652e-05,9.43411664585176e-09,1.48720725274731e-06,9.789814788628e-18,2.70583177919828e-19,4.81135400232069e-34,NA,4.56405908010668e-11,0.00489023194028703,2.04495836997716e-14,0.000916929523583292,5.10646742249578e-05,2.84376630606451e-05,0.00176552545606363,0.236759241417723,0.0523488978828266,0.00126980464126776,0.0335160649388227,0.768126848138399,0.000129958519017133
"P064",6.93902923373053e-13,0.000248307490149808,2.52853219588307e-06,0.257173497679548,7.76947993447441e-05,0.617058083794967,0.0175502495978593,0.15345577708329,0.000176479587535978,0.973542286322769,6.23358882223498e-09,0.0025316207605788,1.95297226839736e-06,0.000236969334969612,5.43213765157482e-14,9.18651641896165e-18,6.85862866782805e-10,4.56405908010668e-11,NA,7.64278654578016e-10,2.91917428015139e-20,4.39104490144597e-08,3.53870513682941e-06,3.12040688387651e-06,1.96165907335289e-06,0.00355804274820742,5.8788745824056e-07,6.2402698989437e-10,3.48187711460627e-10,1.75047000857064e-05,3.98207953849902e-11
"P301",9.22476351794869e-19,0.000732508471926328,0.000422089320708985,0.000296621639168097,8.01381822104292e-07,0.000286618357440483,0.00123275509939824,0.172093005473154,3.85294157273355e-08,0.0948456625784871,1.30838164911158e-13,0.000386326171791796,1.06922143167277e-15,3.32017909899171e-07,2.03576805213018e-08,3.59097662138445e-05,0.00236518731994385,0.00489023194028703,7.64278654578016e-10,NA,3.67005602808353e-17,1.09105504754391e-26,2.98511502892169e-06,0.00151159630297585,6.78317102098427e-06,2.22633663221963e-12,3.1857076097523e-07,6.95731269847262e-20,5.64724906139816e-14,1.08763892286103e-07,2.07216943026288e-05
"P060",2.78693408022881e-13,1.1283932763338e-06,3.27072757351694e-07,0.0283710128590891,0.00191092098638811,0.0585061892330589,0.004619101778112,0.0834825258992665,2.28267924010793e-08,0.0063555381446152,8.24895600297228e-13,6.37148721262906e-09,3.06485200108222e-10,1.77248036221684e-11,2.5881564173979e-15,1.86401340248757e-17,2.94921068356855e-13,2.04495836997716e-14,2.91917428015139e-20,3.67005602808353e-17,NA,2.23452485869453e-14,1.17276727411951e-15,2.29310233783898e-12,1.51144624886631e-15,0.0079368807450655,4.29909516631146e-09,9.43393241290769e-07,2.35536831672114e-10,5.17720954788568e-06,5.85482929204872e-09
"P027",7.79680169241441e-16,6.79955025846968e-11,2.90514275751404e-09,0.00242649935387896,4.62132027106345e-09,9.0904931221697e-07,1.98041846238464e-05,0.0103072108038055,7.73152589495571e-09,0.0782550476909455,3.03548811866925e-14,3.70127096948849e-10,5.46876822917366e-17,9.94941621236419e-10,2.94460102117689e-09,2.61732413987963e-06,0.00162538770869401,0.000916929523583292,4.39104490144597e-08,1.09105504754391e-26,2.23452485869453e-14,NA,1.16002699136586e-14,1.34651777576441e-11,1.4333186000889e-10,1.20748455700833e-13,9.94545473802802e-11,3.32123367844797e-12,3.43309656391648e-14,7.34060026629182e-08,5.33337682258527e-09
"P088",3.338281347081e-14,5.26887508969433e-18,2.59629099167915e-16,1.21033017099081e-07,1.73499692200022e-06,7.46720250473407e-05,2.41984590379953e-20,8.6182477312026e-07,9.27179180255219e-29,7.05285004935315e-09,2.03050632145248e-17,1.66953180810214e-37,2.19783099157483e-10,1.25727343733502e-39,2.09188276122144e-09,2.7127084889126e-07,4.00873869976978e-05,5.10646742249578e-05,3.53870513682941e-06,2.98511502892169e-06,1.17276727411951e-15,1.16002699136586e-14,NA,1.16472123255764e-53,2.72596104327455e-33,7.52478723329475e-07,5.82252097007145e-15,3.11139832036325e-08,8.63763341467528e-06,2.94869858848802e-13,8.90012571378409e-09
"P026",1.11932053666804e-08,6.76535491214423e-11,8.67550875574587e-13,0.00347530096803445,0.000574675903221242,0.0175265547819969,1.40984650678366e-17,4.93153578155421e-05,5.03395152602352e-14,7.16385667727638e-05,4.07554067707704e-13,9.41526778845663e-24,1.51628394252093e-09,1.07112768770768e-25,8.06549358575495e-08,3.02665429034899e-06,1.60678945486334e-05,2.84376630606451e-05,3.12040688387651e-06,0.00151159630297585,2.29310233783898e-12,1.34651777576441e-11,1.16472123255764e-53,NA,2.45726827075673e-30,7.56029863230413e-05,1.23358324273458e-12,1.57288071993334e-05,2.83078091875117e-06,1.5103282968969e-11,3.2901747637363e-09
"P4026A",1.38832315149767e-12,4.63569794328133e-10,3.10361415097881e-11,0.000180341909135854,2.92957056601818e-08,4.72852394760096e-05,5.29506302774045e-12,3.95406416421092e-06,1.04656011788424e-15,0.00193009839225849,1.18775456760506e-10,6.70251597913239e-15,6.58844852070229e-10,1.67385652142793e-22,2.86857214617235e-09,1.22949352598941e-06,0.00203269110000337,0.00176552545606363,1.96165907335289e-06,6.78317102098427e-06,1.51144624886631e-15,1.4333186000889e-10,2.72596104327455e-33,2.45726827075673e-30,NA,2.17565264977674e-05,6.46895987032879e-10,8.93754445262173e-05,4.52065804407568e-09,8.55302832183779e-13,6.77704476508366e-09
"P106",8.60631251319102e-08,0.000146622742800649,7.32847247223212e-05,1.76872457451576e-06,5.3296881383604e-08,3.33999023925453e-11,0.0201081377397469,2.10100453830713e-06,2.83633885118348e-06,0.00628184048991272,1.6025131935291e-09,0.000386551746603811,4.63969523825815e-09,0.000308752989155716,0.299083717477754,0.0242485504700261,0.763050744379132,0.236759241417723,0.00355804274820742,2.22633663221963e-12,0.0079368807450655,1.20748455700833e-13,7.52478723329475e-07,7.56029863230413e-05,2.17565264977674e-05,NA,1.23584821000462e-08,4.67739150823039e-21,6.67144640831598e-18,8.31617696985886e-12,3.22269505962933e-07
"P089",2.72476331461121e-06,3.38714007801102e-08,1.33773150072057e-05,0.00214150787274144,6.31761669055292e-07,0.0193453248704956,4.24691131713386e-05,0.0308852396949866,7.84365610599314e-09,0.000666967938130356,6.92427943405797e-11,1.74487645311878e-07,8.87972214665821e-08,1.25839203115204e-13,9.39734715820546e-05,1.67053407115602e-07,0.0589614191111961,0.0523488978828266,5.8788745824056e-07,3.1857076097523e-07,4.29909516631146e-09,9.94545473802802e-11,5.82252097007145e-15,1.23358324273458e-12,6.46895987032879e-10,1.23584821000462e-08,NA,1.02368748303703e-12,1.237104441552e-10,1.50521583824277e-22,1.21160657958934e-14
"P098",6.13922428651124e-08,0.000312614349282581,2.08975821825019e-07,0.000196620605742929,2.34469994611459e-05,1.60455797431706e-05,0.0955396138678774,0.000253265649579592,0.00318921189416399,0.00498131133994829,2.33611745752684e-12,0.000335711829104765,9.60660071346083e-11,0.00164154258714336,0.000313370601388001,0.000279007027936423,0.0201994697906695,0.00126980464126776,6.2402698989437e-10,6.95731269847262e-20,9.43393241290769e-07,3.32123367844797e-12,3.11139832036325e-08,1.57288071993334e-05,8.93754445262173e-05,4.67739150823039e-21,1.02368748303703e-12,NA,1.62072376156719e-11,1.93304754191468e-11,1.26664450630889e-07
"P097",5.43065073178848e-14,0.00224627808200512,0.000248849939700701,0.000385232994950885,3.41163090074286e-06,8.04302836215419e-05,0.00902232525112246,0.168260647199712,2.18745714019809e-07,0.785386162643533,3.36327926544333e-10,0.00120658475874364,1.31405516393967e-13,0.00267521412418414,5.55515483115283e-05,4.3701388246795e-06,0.0995960049015091,0.0335160649388227,3.48187711460627e-10,5.64724906139816e-14,2.35536831672114e-10,3.43309656391648e-14,8.63763341467528e-06,2.83078091875117e-06,4.52065804407568e-09,6.67144640831598e-18,1.237104441552e-10,1.62072376156719e-11,NA,6.0576266676327e-18,6.94407637333426e-11
"P022A",4.10952151166026e-11,1.76407023301703e-05,0.00143494516527593,0.000534691780202921,3.90413908300305e-05,0.000247452159473706,0.000603325286552428,0.0004835507190456,4.68048928815622e-10,0.204072339132063,2.38127583237338e-08,2.30079565370323e-05,9.33978996736847e-08,9.41207481989591e-06,0.000650374820129798,0.00101302276491633,0.298194261352591,0.768126848138399,1.75047000857064e-05,1.08763892286103e-07,5.17720954788568e-06,7.34060026629182e-08,2.94869858848802e-13,1.5103282968969e-11,8.55302832183779e-13,8.31617696985886e-12,1.50521583824277e-22,1.93304754191468e-11,6.0576266676327e-18,NA,1.54285760056973e-07
"P067",7.25055684453595e-05,1.28976729099741e-05,7.9793017169263e-08,0.00198926003109744,1.05880814281274e-06,0.017583790643442,2.33586143106316e-05,0.00443482296059932,3.85082961747827e-07,0.0391620452541607,3.4853025012891e-10,4.70897768939107e-08,8.99461714232416e-08,3.86378390517486e-09,4.15468478310638e-06,8.70225973892159e-08,4.28929400518061e-05,0.000129958519017133,3.98207953849902e-11,2.07216943026288e-05,5.85482929204872e-09,5.33337682258527e-09,8.90012571378409e-09,3.2901747637363e-09,6.77704476508366e-09,3.22269505962933e-07,1.21160657958934e-14,1.26664450630889e-07,6.94407637333426e-11,1.54285760056973e-07,NA
