"","SUS_1","SUS_2","SUS_3","SUS_4","SUS_5","SUS_6","SUS_7","SUS_8","SUS_9","SUS_10","UEQ_1","UEQ_2","UEQ_3","UEQ_4","UEQ_5","UEQ_6","UEQ_7","UEQ_8","P064","P301","P060","P027","P088","P026","P4026A","P106","P089","P098","P097","P022A","P067"
"UEQ_1",0.601879024737192,0.300705616067256,0.451476886339372,0.110041245363529,0.306021847674865,0.289920580866486,0.458661377694844,0.238116210285361,0.506497052076926,0.212010332257694,1,0.592583803473539,0.627552512855741,0.598350037492105,0.541638592390894,0.504320854015435,0.351284640196986,0.319757006289007,0.375986400236902,0.468296737781335,0.454368678132201,0.478915775501108,0.527135948281172,0.459776997150899,0.413270010967776,0.38930430477305,0.418010313727395,0.446205412340957,0.403911332932875,0.362229558614398,0.40358570021551
"UEQ_2",0.390506478013119,0.498362848621468,0.599344869553404,0.2643999245781,0.287429096379825,0.220094610905361,0.678073893868425,0.305951467456599,0.56021283213878,0.456156408641722,0.592583803473539,1,0.487293607595775,0.78842431204902,0.409569824540353,0.345449441815147,0.322593537140398,0.277452904290405,0.200815530526188,0.235126566001109,0.375766901747356,0.403035563408701,0.722916168933425,0.604993495199909,0.4895215741842,0.235116670653172,0.340503810218827,0.237495168070649,0.214970719014974,0.278793933660171,0.354974341108579
"UEQ_3",0.593184272005988,0.328070793597367,0.358469892975222,0.107772908053126,0.417577731765073,0.363036696852057,0.359539583734163,0.208632883175346,0.419924471933436,0.106053474761377,0.627552512855741,0.487293607595775,1,0.540800756014419,0.487342722303561,0.445381898682806,0.389803503194753,0.371801494779393,0.311710005099257,0.501935079762048,0.404758679100829,0.521029733365592,0.407771769830907,0.389834151619461,0.397707313614941,0.378932931066694,0.348057651849522,0.415142945877268,0.468264737046894,0.347499620271418,0.347915731765154
"UEQ_4",0.462505150267751,0.537107691734228,0.554995929950165,0.286384394367043,0.364859928732048,0.248547030011533,0.645539359141518,0.322575365235291,0.608353026205276,0.450320048529222,0.598350037492105,0.78842431204902,0.540800756014419,1,0.467434170117314,0.443967226723025,0.397927312114941,0.315111288784332,0.243270526344934,0.333118423623543,0.429661534550109,0.393839764676023,0.736952784799668,0.625218598651949,0.591182373132361,0.238895954218362,0.468584698432071,0.209200657789564,0.199724076124449,0.291197998131599,0.380744301833828
"UEQ_5",0.463252565763265,0.312143755838278,0.177223624976733,0.0969317624856576,0.330580779543167,0.17433027016355,0.284504577047333,0.108523198945503,0.366094308425406,0.176871582621732,0.541638592390894,0.409569824540353,0.487342722303561,0.467434170117314,1,0.762906776292188,0.504329494651344,0.53155477294103,0.474729773582501,0.363872369481747,0.496019380273356,0.383413115197066,0.386738178916859,0.349117131159137,0.383668828480328,0.0696865352202411,0.257969677656179,0.238648147418849,0.265950813073968,0.226126360418759,0.302058526828249
"UEQ_6",0.486779457498497,0.305160814344044,0.215998532230697,0.0831832064775915,0.238997750974356,0.177358957310846,0.245349313897074,0.128971084854458,0.358779254876628,0.20176783246372,0.504320854015435,0.345449441815147,0.445381898682806,0.443967226723025,0.762906776292188,1,0.538772574256165,0.552395001400683,0.531936998847379,0.27238832088858,0.527657502918195,0.308006985985239,0.335458974700559,0.306150476235948,0.317462260602641,0.150529463197927,0.340996774740652,0.240580191785721,0.301399677138968,0.218183046065504,0.348280364262241
"UEQ_7",0.33442271805512,0.176307254308696,0.251590594801742,-0.0455147058594673,0.259394946561052,0.0504585421873814,0.245628391218536,0.110036965534243,0.295292118965426,0.119399594328672,0.351284640196986,0.322593537140398,0.389803503194753,0.397927312114941,0.504329494651344,0.538772574256165,1,0.698030246472715,0.397332409778466,0.202153304811355,0.462226615991677,0.209388383267267,0.270779813488146,0.283846877307718,0.205104249858249,-0.0202545350740533,0.126380112765418,0.155114079295064,0.11031358478726,0.0698146159451768,0.269786065652214
"UEQ_8",0.340103717230109,0.167142872995261,0.251989147150507,-0.140542159655485,0.248439943600632,-0.00654660811098145,0.128852457251471,-0.0622772978024408,0.256295789937158,0.0385921656851843,0.319757006289007,0.277452904290405,0.371801494779393,0.315111288784332,0.53155477294103,0.552395001400683,0.698030246472715,1,0.421621901468687,0.18740972626124,0.481724795927244,0.219993762571219,0.267206202255358,0.275765095259356,0.207813650501289,0.0793702085470701,0.129815834424787,0.214023776653858,0.142112464087401,0.0198077731848868,0.25291706979507
"P064",0.455703935901062,0.242503646780183,0.30844609654652,0.0760239486310922,0.260887085302136,0.0335877535979696,0.158566419212073,0.0956905961437273,0.248051159311844,-0.00222845519190145,0.375986400236902,0.200815530526188,0.311710005099257,0.243270526344934,0.474729773582501,0.531936998847379,0.397332409778466,0.421621901468687,1,0.396320232550866,0.564632335133058,0.35572656588028,0.304139180786028,0.305759102313313,0.311654249170361,0.193991619530822,0.326393390950556,0.398213050097566,0.403594689415835,0.282650328097755,0.422794563123443
"P301",0.545433671812993,0.224021545092517,0.233620954613796,0.239563794956268,0.322678198867813,0.240133881506961,0.21457333025394,0.0915574281762142,0.357128119735717,0.111881740917507,0.468296737781335,0.235126566001109,0.501935079762048,0.333118423623543,0.363872369481747,0.27238832088858,0.202153304811355,0.18740972626124,0.396320232550866,1,0.523502658083092,0.634998151264717,0.30632758956924,0.210761192421892,0.295601252728966,0.446587692971798,0.333598887092983,0.559919106526012,0.474448389978167,0.345810419459286,0.280277104691572
"P060",0.462653214840143,0.318515828356848,0.333292906550703,0.146495523325777,0.206296166686752,0.126606143113469,0.18860558528234,0.115904165700004,0.362673615114599,0.181823984015373,0.454368678132201,0.375766901747356,0.404758679100829,0.429661534550109,0.496019380273356,0.527657502918195,0.462226615991677,0.481724795927244,0.564632335133058,0.523502658083092,1,0.481096581664235,0.50132183922887,0.446353072236529,0.499632380686312,0.176965416618531,0.379688950038944,0.320701625000446,0.407146975699096,0.29917937801432,0.376614333654385
"P027",0.504020969624642,0.418168713261748,0.383545020247849,0.201650811923266,0.378972326928286,0.321152147095726,0.280916285106885,0.171096045951068,0.373818916037991,0.117904118334343,0.478915775501108,0.403035563408701,0.521029733365592,0.393839764676023,0.383413115197066,0.308006985985239,0.209388383267267,0.219993762571219,0.35572656588028,0.634998151264717,0.481096581664235,1,0.485712191079058,0.43195862502137,0.41160157676254,0.468889655651896,0.414837770281933,0.443396404097245,0.478035137969444,0.3501507981766,0.377546299261979
"P088",0.478235729773791,0.535257269065837,0.511174981130299,0.344619049017267,0.313192620251179,0.261491414537687,0.565640625493493,0.321798970930451,0.65434141970326,0.374745557718035,0.527135948281172,0.722916168933425,0.407771769830907,0.736952784799668,0.386738178916859,0.335458974700559,0.270779813488146,0.267206202255358,0.304139180786028,0.30632758956924,0.50132183922887,0.485712191079058,1,0.811297749808711,0.692249661660237,0.323437300645801,0.49049143669875,0.359405395966896,0.29235935532613,0.462227925840412,0.372393549452007
"P026",0.370057306439958,0.418212632587513,0.453978279016457,0.194470484121884,0.228296239302329,0.158599288918602,0.529353667334553,0.267723983367365,0.475280606246399,0.262121436294872,0.459776997150899,0.604993495199909,0.389834151619461,0.625218598651949,0.349117131159137,0.306150476235948,0.283846877307718,0.275765095259356,0.305759102313313,0.210761192421892,0.446353072236529,0.43195862502137,0.811297749808711,1,0.668177468834568,0.261302879926799,0.451238658882502,0.284144014972597,0.307006872431054,0.431001257420695,0.382325913881972
"P4026A",0.450313411919785,0.400966730583522,0.424925576099198,0.247703185146593,0.360043684479476,0.26834701492501,0.439632365007146,0.302701935522591,0.502077023946315,0.206103938940074,0.413270010967776,0.4895215741842,0.397707313614941,0.591182373132361,0.383668828480328,0.317462260602641,0.205104249858249,0.207813650501289,0.311654249170361,0.295601252728966,0.499632380686312,0.41160157676254,0.692249661660237,0.668177468834568,1,0.279587546427622,0.39787789163157,0.258742387493911,0.379190869862671,0.454088428628455,0.375146988565141
"P106",0.348402602214532,0.251010047089553,0.26177650222952,0.312951968492389,0.353637089602837,0.424299538452264,0.155226364798999,0.310790669256205,0.306981803724567,0.182075831667448,0.38930430477305,0.235116670653172,0.378932931066694,0.238895954218362,0.0696865352202411,0.150529463197927,-0.0202545350740533,0.0793702085470701,0.193991619530822,0.446587692971798,0.176965416618531,0.468889655651896,0.323437300645801,0.261302879926799,0.279587546427622,1,0.369042241634598,0.574329921646821,0.533852080028838,0.435944831085045,0.33346482136395
"P089",0.307494261577748,0.358502930469187,0.286388983783211,0.204092962223824,0.325534635283191,0.156181857736628,0.269932188096546,0.144275834678266,0.373673425758204,0.225682081940585,0.418010313727395,0.340503810218827,0.348057651849522,0.468584698432071,0.257969677656179,0.340996774740652,0.126380112765418,0.129815834424787,0.326393390950556,0.333598887092983,0.379688950038944,0.414837770281933,0.49049143669875,0.451238658882502,0.39787789163157,0.369042241634598,1,0.452693311247039,0.412909374195035,0.591703981727309,0.485408043990201
"P098",0.352102330288255,0.238688498630962,0.338452575479904,0.246309126213221,0.278525151499778,0.283866248136065,0.111648820595932,0.242178497614438,0.196209704689581,0.187021359222126,0.446205412340957,0.237495168070649,0.415142945877268,0.209200657789564,0.238648147418849,0.240580191785721,0.155114079295064,0.214023776653858,0.398213050097566,0.559919106526012,0.320701625000446,0.443396404097245,0.359405395966896,0.284144014972597,0.258742387493911,0.574329921646821,0.452693311247039,1,0.430411478733251,0.428933197114254,0.344110624647392
"P097",0.474731756216147,0.203162569711741,0.242467780501208,0.235174596770586,0.304611105314,0.260358930470155,0.174108120707726,0.0923789531890107,0.337930582026803,0.0182950936496341,0.403911332932875,0.214970719014974,0.468264737046894,0.199724076124449,0.265950813073968,0.301399677138968,0.11031358478726,0.142112464087401,0.403594689415835,0.474448389978167,0.407146975699096,0.478035137969444,0.29235935532613,0.307006872431054,0.379190869862671,0.533852080028838,0.412909374195035,0.430411478733251,1,0.534427512575353,0.417985427807922
"P022A",0.422524147185032,0.282541931103619,0.211740281392477,0.229551520024752,0.2711671716746,0.242560349037949,0.227445560623993,0.231290254464364,0.400878040155292,0.0851800012933047,0.362229558614398,0.278793933660171,0.347499620271418,0.291197998131599,0.226126360418759,0.218183046065504,0.0698146159451768,0.0198077731848868,0.282650328097755,0.345810419459286,0.29917937801432,0.3501507981766,0.462227925840412,0.431001257420695,0.454088428628455,0.435944831085045,0.591703981727309,0.428933197114254,0.534427512575353,1,0.341894760301271
"P067",0.26193884852669,0.286892547007004,0.349235246358353,0.205521707050743,0.319294765916471,0.158519956706078,0.278578876291705,0.189454953058068,0.331388611103659,0.137917637489595,0.40358570021551,0.354974341108579,0.347915731765154,0.380744301833828,0.302058526828249,0.348280364262241,0.269786065652214,0.25291706979507,0.422794563123443,0.280277104691572,0.376614333654385,0.377546299261979,0.372393549452007,0.382325913881972,0.375146988565141,0.33346482136395,0.485408043990201,0.344110624647392,0.417985427807922,0.341894760301271,1
