"","SUS_1","SUS_2","SUS_3","SUS_4","SUS_5","SUS_6","SUS_7","SUS_8","SUS_9","SUS_10","UEQ_1","UEQ_2","UEQ_3","UEQ_4","UEQ_5","UEQ_6","UEQ_7","UEQ_8","P064","P301","P060","P027","P088","P026","P4026A","P106","P089","P098","P097","P022A","P067"
"P301",0.536037572279334,0.195179670205414,0.24471680538703,0.232715620035261,0.350583468039002,0.223265694148908,0.224327289888257,0.0843045253403887,0.37608420750507,0.117071822877477,0.481810212354622,0.26459040977465,0.506920784825887,0.341783179422228,0.370961868957411,0.278789270441756,0.227554697167853,0.193276929206525,0.408209581059384,1,0.545568828036771,0.621039447831171,0.338500243306591,0.2168244333876,0.298939402815413,0.439932213956705,0.361116443832437,0.552639496835623,0.483580722479847,0.333688419551603,0.281302834790068
"P060",0.469152741818207,0.293050476096606,0.351491766410554,0.162449984184392,0.233133287710827,0.11328819399637,0.215317123553514,0.113606612414812,0.380958662450349,0.197683288415221,0.458981564759994,0.397996565752837,0.416175908575917,0.435216009446205,0.511425982071397,0.542594840074266,0.465912981754651,0.468802553861104,0.58921080634416,0.545568828036771,1,0.490878693706858,0.527624771574084,0.451866489285999,0.498826300276719,0.152805047727869,0.388626036900287,0.310177719064671,0.434615079638574,0.289325302064854,0.393758998991069
"P027",0.511775947481621,0.375542616769196,0.392967642678231,0.218968048436802,0.375375231218331,0.342989133632341,0.28822493818059,0.162532141511251,0.407836157652042,0.13952644713916,0.497589362600973,0.431048212949623,0.526976573389942,0.392475106601207,0.382761636478836,0.312726078391594,0.242510396797897,0.261753588127734,0.357001668485693,0.621039447831171,0.490878693706858,1,0.500521586306843,0.444497452578158,0.427080828642439,0.463342747530293,0.464371327015412,0.466131451445145,0.477083861751043,0.374001433101518,0.408910360816133
"P088",0.474999592198391,0.534580481435061,0.532194864011948,0.347473364818255,0.354704252894762,0.287305858506435,0.589139886300578,0.332933137348826,0.681282942163106,0.402572414175255,0.550405235206241,0.734023233960246,0.406332298206019,0.74695513371246,0.404763758660264,0.344952366689296,0.275807539870733,0.265935011779207,0.299922433440712,0.338500243306591,0.527624771574084,0.500521586306843,1,0.79505738693201,0.685448260817246,0.360379465769461,0.507369042847164,0.342641065059564,0.299493052005293,0.462238079553023,0.358252998289118
"P026",0.38128787101347,0.408946861635496,0.462480124899929,0.207206309227993,0.236982830677289,0.181676879817198,0.545234274361803,0.266228742803411,0.484990750255439,0.276538940552719,0.474077931243369,0.607543829634137,0.405237018517402,0.637721494192706,0.355352258155816,0.311925698715367,0.283598489439587,0.285840043328883,0.303739038388553,0.2168244333876,0.451866489285999,0.444497452578158,0.79505738693201,1,0.666713138385284,0.292840850714649,0.46682158754748,0.290473234146219,0.315098263617832,0.44004789381051,0.394512826138155
"P4026A",0.410495118923985,0.395770943582924,0.426407631735127,0.2474944215634,0.373139538502162,0.279401754161781,0.441020125255476,0.300349427679793,0.521441805166291,0.238949232759779,0.424312231691564,0.495578919256621,0.361290237268072,0.582828767139715,0.388014157304129,0.322180811098025,0.202273495626148,0.20386341697808,0.281840434012901,0.298939402815413,0.498826300276719,0.427080828642439,0.685448260817246,0.666713138385284,1,0.2878498310471,0.410910867997755,0.247892120907324,0.376060602693238,0.454396121436098,0.350829394408037
"P106",0.30671271812298,0.275010105414742,0.261058993841427,0.313477783000421,0.353135950024869,0.430923233006445,0.150083296370466,0.318198669432014,0.307754336943015,0.185195785030983,0.386251042234611,0.24197300629872,0.339295785065233,0.227821197510124,0.0543017379762641,0.137508665998511,-0.0192952822422581,0.0586085016970149,0.176076185350552,0.439932213956705,0.152805047727869,0.463342747530293,0.360379465769461,0.292840850714649,0.2878498310471,1,0.355541964681118,0.585484377222138,0.52047868523657,0.431857861797029,0.328917326600241
"P089",0.326090116025681,0.312218935167911,0.289741258726821,0.215199942199973,0.310451786308519,0.184654249170322,0.272758094336344,0.136113198481365,0.400242210915272,0.238583233493301,0.430475382515499,0.367279101170944,0.363565809254944,0.456358650601851,0.256964616589261,0.344083898811138,0.156415089598255,0.16057712248944,0.342405812753075,0.361116443832437,0.388626036900287,0.464371327015412,0.507369042847164,0.46682158754748,0.410910867997755,0.355541964681118,1,0.470656255056481,0.423490422921516,0.604928697095222,0.502845865997088
"P098",0.341702259350428,0.221256278241823,0.338040359248473,0.256401336813428,0.267496377330468,0.291863126201911,0.11271015306521,0.22528141023309,0.208188168928953,0.189119442942908,0.45550283427423,0.258317592022533,0.401014899386636,0.185213157255956,0.211461943422807,0.225649064172266,0.16141051496865,0.23134319021165,0.378980170436209,0.552639496835623,0.310177719064671,0.466131451445145,0.342641065059564,0.290473234146219,0.247892120907324,0.585484377222138,0.470656255056481,1,0.43349713115032,0.417797275887836,0.365864116319972
"P097",0.482787311743574,0.147293261746836,0.256972786440708,0.240901867521808,0.332229637574112,0.233775740710209,0.192025093335077,0.0729588089225231,0.341275440565595,0.0381674485525283,0.40759490286169,0.22755838860096,0.476069302130311,0.202649562632348,0.297477374298216,0.337297983830186,0.152040893382697,0.181983290666153,0.427115233250773,0.483580722479847,0.434615079638574,0.477083861751043,0.299493052005293,0.315098263617832,0.376060602693238,0.52047868523657,0.423490422921516,0.43349713115032,1,0.513597928857109,0.430017780958161
"P022A",0.413171414868574,0.296056715849356,0.218101333391074,0.230399910872332,0.273811458020569,0.280610847593361,0.231732042639583,0.23085712754295,0.429682134545736,0.101254521347149,0.374747097571463,0.296341537835457,0.33745068375882,0.282394762707546,0.230161731325149,0.219948399519295,0.0836689482440716,0.0334169193882388,0.277014795768733,0.333688419551603,0.289325302064854,0.374001433101518,0.462238079553023,0.44004789381051,0.454396121436098,0.431857861797029,0.604928697095222,0.417797275887836,0.513597928857109,1,0.336069660418909
"P067",0.291409172878285,0.276939750488466,0.36495606738407,0.237542248171718,0.312003262363989,0.169072127322478,0.305087047318651,0.188983376018739,0.335469343120091,0.167340797988127,0.394406418980293,0.360602036786512,0.373934691182382,0.381045496428145,0.304574972163888,0.360018303978187,0.272061554416191,0.265276798041917,0.436121447400506,0.281302834790068,0.393758998991069,0.408910360816133,0.358252998289118,0.394512826138155,0.350829394408037,0.328917326600241,0.502845865997088,0.365864116319972,0.430017780958161,0.336069660418909,1
